movie id,minority index
163,-0.05015873
1451,-0.242857143
250,0.160242972
823,0.072755418
186,0.017493692
731,-0.116666667
71,-0.045720091
781,-0.117056856
176,0.092675861
1181,0.3125
78,-0.272727273
436,-0.009088988
631,-0.109651523
716,-0.167822469
188,0.185257665
699,-0.116071429
604,-0.024704619
97,-0.022053798
173,0.043593381
460,-0.259259259
715,0.106327462
17,0.111871365
315,0.067361668
505,0.116638079
279,-0.158823529
80,0.023391813
238,-0.045920881
60,0.19612711
325,0.016124769
407,-0.189189189
531,-0.026041667
892,0.107448912
1047,-0.028514589
47,-0.023636364
217,0.006422925
259,-0.018513655
596,-0.031620553
960,0.352380952
211,0.019774205
938,0.269230769
1060,0.068080357
404,0.076732673
305,0.063511831
210,0.002480043
278,-0.208661417
770,0.162962963
252,-0.047270115
156,0.202073391
1110,-0.107878788
350,0.024509804
431,0.088282504
475,0.020942408
182,0.060110103
50,0.036069221
365,-0.010834236
187,0.082425659
289,-0.038251611
185,-0.009357345
712,0.031746032
94,0.066415543
742,0.001996477
762,0.021985888
732,-0.036363636
168,0.066352941
550,0.050146341
849,0.198051948
406,-0.065779749
150,0.044052163
869,-0.054298643
184,0.098981767
371,-0.01439906
720,-0.274037584
873,-0.115746181
381,0.005345688
922,-0.095571096
57,0.21978022
306,-0.097122725
370,-0.276960784
249,0.105610561
721,0.096666667
611,0.068376068
142,-0.093364198
943,0.171171171
126,-0.052043269
824,0.192546584
8,-0.018557341
58,0.096774194
680,-0.072124756
741,-0.032850242
1061,-0.256894049
448,0.071286637
900,0.02016129
941,-0.168067227
905,-0.157894737
55,0.048840159
744,0.052307692
642,0.113080849
1015,-0.35
121,-0.090179186
301,-0.116800576
81,0.060860595
284,-0.088467678
740,-0.259070005
22,0.007544379
864,-0.008035714
1099,-0.015873016
961,-0.110212336
812,-0.25
240,0.254201434
376,-0.194373402
931,0.107142857
717,0.068926554
399,-0.074626866
1039,-0.008849558
1114,0.2
292,-0.129220306
561,-0.161904762
901,-0.0625
70,0.009709189
417,-0.074468085
809,0.239035088
540,-0.067567568
293,0.05962451
497,0.048281506
1462,0.277777778
1246,0.666666667
655,0.032933591
13,0.063636364
588,-0.051832151
409,-0.150702427
739,-0.078417127
661,0.140699523
665,0.082526153
692,-0.043657731
439,0
632,0.033068783
1198,0.055555556
609,-0.038520801
225,-0.110244233
128,0.031682028
866,-0.151315789
295,0.000948767
49,-0.050041528
626,3
707,0.099236641
586,-0.2
593,2.6
147,0.001373626
1220,-0.289855072
492,0.006086957
620,-0.086956522
161,-0.036235803
1070,0.333333333
449,0.067031464
948,0.053333333
509,0.008330441
870,0.5
39,0.077898551
1100,0.2
820,0.05
660,-0.068144044
1022,-0.023809524
120,-0.153953488
780,-0.137587238
44,-0.055357143
686,-0.024561404
28,-0.022511848
729,-0.065446868
52,0.059532247
230,0.129727008
506,-0.047101449
566,-0.002031577
774,0.233333333
1003,-0.133333333
433,-0.062299926
99,-0.011571842
1288,0.7
190,-0.039288138
1010,0.33
877,-0.085561497
487,-0.00173913
1052,0.806818182
287,-0.048423423
659,-0.051097973
927,-0.142857143
696,-0.074741649
269,-0.033731783
179,0.163475246
440,-0.377777778
806,0.136759582
572,0.407407407
654,0.021437579
324,0.057823129
736,-0.065170045
92,0.242424242
461,0.146760343
129,0.076388889
9,-0.011062827
152,0.046218487
233,0.045680238
589,0.156794425
203,0.14811522
1034,-0.261363636
923,0.001902346
463,0.094210526
122,0.199309551
310,-0.044072948
285,-0.048319328
447,-0.04047619
412,0.012967201
1428,-0.205128205
977,-0.037
1065,0.071176885
421,-0.048212351
937,0.097272727
583,0.055472264
110,-0.263157895
251,-0.094043887
831,-0.135802469
543,0.2
926,-0.052266231
155,-0.24340176
53,0.035497835
393,-0.052847084
91,-0.051939608
477,-0.040444894
472,0.060624807
761,0.020833333
1286,0.016528926
93,-0.027599487
644,-0.00877193
982,-0.070175439
491,0.052903226
511,0.102070922
397,-0.166666667
162,-0.095792484
513,0.156521739
375,-0.03125
38,-0.179632249
418,-0.110865052
858,0
131,-0.137870032
87,-0.024515467
725,-0.10989011
72,-0.043124859
663,0.032996633
1133,-0.015873016
125,-0.062825408
1248,0.096938776
354,-0.037257824
105,-0.15203252
73,-0.0368
239,-0.067186645
860,0.061538462
1046,-0.010416667
1178,-0.065934066
523,0.125220459
634,0.272727273
1245,-0.147727273
974,-0.065468549
619,-0.037900875
107,-0.272112676
213,-0.061280343
319,0.004940424
963,-0.039687703
875,0.120155039
180,0.046052632
1033,-0.194736842
380,-0.086956522
59,0.102487562
1078,-0.177142857
585,-0.058355438
148,-0.076265146
683,0.059085842
454,-0.066666667
737,0.138509317
524,0.205164993
995,-0.048913043
616,-0.064039409
945,0.109482759
299,-0.053884298
792,-0.006644518
708,-0.036461761
950,-0.0625
27,0.093167702
747,0.012961841
85,-0.130718954
516,-0.047078843
1063,0.17981521
682,-0.058823529
221,-0.094339623
1150,-0.227272727
847,-0.026315789
138,-0.242424242
517,0.042892157
283,-0.064398668
602,-0.037593985
573,-0.144444444
617,0.274509804
569,0.323049002
703,0.003333333
386,-0.080808081
331,0.139656938
355,0.105263158
949,-0.048070092
488,0.006572295
114,-0.024321267
24,0.072708114
763,-0.004317323
43,0.161290323
953,-0.078947368
670,0.803571429
510,0.132338586
372,-0.066985646
335,-0.035294118
779,-0.023668639
435,0.026107072
223,-0.064444444
1334,0
835,-0.122994652
263,-0.333333333
450,-0.072463768
651,-0.020283976
316,0.028985507
929,0.004232804
580,0.498823529
1041,-0.068421053
424,-0.365079365
429,0.045796309
868,-0.0625
1161,-0.033333333
166,0.02156239
1019,0.627586207
908,0.532544379
1160,-0.003831418
676,-0.070028011
1012,0.107186147
1209,-0.300699301
693,0.221045198
282,-0.039191899
253,0.026666667
428,-0.018333333
363,-0.103174603
300,-0.022739291
1346,-0.066666667
1119,-0.068870523
674,-0.001814882
411,0.01936924
527,-0.015131895
1397,0.466666667
807,-0.368421053
657,-0.012626263
1142,0.113821138
113,-0.076923077
426,0.24137931
1109,-0.12
116,-0.097985934
898,-0.273236651
723,-0.147129187
243,-0.134619021
582,-0.105882353
778,0.090909091
308,-0.063235294
1007,0.000977517
641,3.419354839
1165,0.507936508
764,0.115749526
1011,-0.003588517
1101,0.068666667
396,0.17
1260,2.333333333
904,-0.053977273
312,-0.104453441
1048,0.150326797
627,-0.134074074
571,-0.066666667
552,0.263736264
1278,0.119815668
499,-0.068825911
1186,0.166666667
1057,0.25
207,0.131221719
309,0.105263158
671,-0.01965602
83,-0.105997737
482,-0.005376344
276,0.036372696
1094,-0.333333333
647,0.344444444
578,-0.099415205
1021,0.417748918
886,0.110473458
855,0.182472989
942,-0.018452381
826,-0.146341463
1044,-0.172077922
254,-0.16017316
290,0.07027027
848,0.208333333
542,-0.11622807
581,0.134836631
1229,0.62962963
718,0.006993007
337,0.081818182
1107,0.24260355
539,-0.038509317
821,-0.08401084
364,0.223832528
553,-0.155260181
313,-0.011016717
1218,-0.25
115,0.15
1129,-0.086956522
493,-0.046732523
36,-0.125
205,0.175699821
102,-0.11353163
1249,0.083333333
773,0.477272727
494,0
192,0.126713372
687,-0.114337568
772,0.222222222
921,-0.0078125
42,0.14900348
469,0.093666667
874,0.060714286
1216,0.3
1139,-0.050607287
547,-0.147977941
157,0.05030525
1208,0.393939394
1157,-0.119113573
808,-0.061728395
906,-0.029585799
535,0.060240964
470,-0.049833887
714,-0.201612903
939,-0.046908316
738,-0.008333333
525,0.22260274
340,0.045646778
1037,-0.445623342
530,0.164179104
528,0.022398589
754,-0.171631206
1436,0.5
771,0.039402174
226,0.017109635
1383,-0.6
745,0.142857143
1316,1.285714286
846,-0.068421053
605,-0.036656891
575,-0.226666667
1284,-0.088888889
1298,-0.238095238
529,-0.006944444
743,0.250620347
840,0.039855072
244,0.015473888
760,-0.218604651
1006,0.411764706
1228,0.261904762
1095,-0.267399267
34,-0.111111111
103,-0.090909091
441,-0.016100179
90,-0.056179775
1005,0.407563025
863,0.307692308
473,0.072485207
1281,0.024
356,-0.069146006
630,0.016722408
793,0.446428571
766,-0.1
1206,0.0078125
980,0.078431373
1263,-0.132867133
1376,0.083333333
1182,0.037037037
457,-0.326530612
710,0.025761124
615,0.015
101,0.003783102
697,-0.046861185
1199,1.954545455
395,-0.126934985
983,-0.272727273
684,-0.047966688
971,0.195488722
1116,-0.125
267,-0.020408163
556,1.8
853,0.333333333
311,-0.130316249
1073,0.069851465
975,-0.031490015
361,0.925925926
643,0.4
704,0.146401985
997,0.262626263
260,0.078736445
990,-0.195721925
969,-0.08793208
167,-0.06851312
650,0.028248588
320,-0.084615385
63,-0.09086758
965,-0.074074074
652,0.091911765
1059,-0.080808081
882,-0.055727554
1164,0.125
1207,-0.216783217
786,0.244444444
614,0.03030303
810,0.005875441
1222,0.369565217
139,0.044015444
769,-0.13655914
765,-0.133540373
67,-0.022397094
624,0.008547009
1001,0.377777778
797,-0.054131054
883,-0.383333333
752,-0.051612903
1315,0.071428571
560,-0.047619048
345,0.088435374
1194,-0.024425287
464,0.091617934
932,-0.171403962
1179,0.071428571
536,0.357142857
369,0.293367347
1250,0.6
880,-0.066885965
629,-0.082051282
775,-0.132231405
1289,-0.333333333
544,0.185555556
170,0.017463235
1518,0
413,0.128779395
618,-0.018181818
326,-0.085881707
123,0.104651163
628,-0.05785124
262,0.031724138
31,-0.007179208
1180,0.833333333
414,0.048659004
490,0.006578947
839,-0.75
453,0.142857143
149,-0.113300493
827,-0.231073726
124,-0.017824309
570,0.043859649
843,0.101867572
844,0.053291536
420,-0.032586207
590,1.2
1230,0.06122449
895,-0.152544562
1149,0.004347826
567,0.466666667
606,0.016666667
816,0.533333333
672,-0.196428571
584,-0.011764706
521,0.112044818
728,-0.108753316
689,0.000588235
329,-0.064935065
859,0.090909091
456,0.287054409
791,0
159,-0.051659254
489,0.004645761
1266,0.7
1416,0.25
988,-0.19578714
636,0.170967742
1411,0.52173913
533,0.079365079
1394,-0.272727273
819,-0.142608696
495,0.053221289
1093,0.257142857
30,0.076923077
314,0
958,0.056818182
841,-0.244897959
838,-0.428571429
702,0.236474164
1020,-0.073804574
947,2.375
1000,-0.178571429
1322,0.2
622,-0.031666667
481,0.085231194
532,-0.007692308
915,-0.123076923
502,-0.003846154
1291,-0.071428571
330,-0.179723502
802,0.368421053
37,1.428571429
1025,0.018681319
266,-0.072463768
727,-0.098970252
828,-0.407407407
548,0.357142857
1132,-0.090497738
993,-0.060606061
136,0.027227723
996,-0.205882353
562,0.015037594
653,0.369047619
74,-0.466666667
45,-0.023537556
867,0
876,-0.104489164
158,0.056
1183,-0.129411765
1118,-0.010869565
500,-0.032608696
610,-0.147079521
887,-0.059622642
1299,0.181818182
918,-0.16
41,0.032258065
1066,-0.157635468
336,0.146236559
1117,0.051282051
1169,0.214285714
1262,-0.1875
348,0.077894737
270,0.060633816
1053,-0.12412178
1464,2
374,0.214285714
621,1.148148148
607,0.005747126
1030,-0.166666667
777,0.333333333
700,0.662337662
297,0.049491825
925,-0.056064073
928,-0.098650052
394,0
549,-0.004561746
999,0.5
1471,-0.333333333
341,-0.1
1009,0.005148005
391,-0.05200341
467,0.024390244
811,-0.016666667
805,0.164772727
519,0.179393939
1036,-0.324675325
84,-0.257142857
894,-0.076923077
574,0.1875
1113,0.142857143
1306,4
638,-0.032098765
1131,-0.1
1069,0.076923077
1084,-0.192307692
1407,0.15625
878,-0.341238472
359,0.25
579,-0.048245614
884,-0.4
691,0.242424242
954,0.028571429
261,-0.348684211
1112,0.024793388
1090,-0.261904762
445,0.030555556
108,-0.071214393
